User_ID,Age,Gender,Height_cm,Previous_Weight_kg,Current_Weight_kg,Target_Weight_kg,Goal_Type,Activity_Level,BMI,BMR_kcal,TDEE_kcal,Calories_Needed_kcal,Calories_to_Burn_kcal,Daily_Calories_Intake,Calories_Burned,Steps,Workout_Minutes,Sleep_Hours,Water_Litres,Protein_g,Stress_Level,Days_to_Goal
USR0355,50,Male,171.8,76.1,78.3,78.3,Maintenance,Lightly Active,26.5,1612,2216,2216,161,2186,537,10014,32,5.9,2.4,125,Low,0
USR0356,21,Female,164.2,76.1,74.7,59.5,Weight Loss,Moderately Active,27.7,1507,2336,1960,590,1984,715,8857,56,9.2,2.7,103,Medium,311
USR0357,21,Male,178.9,81.0,79.2,71.7,Weight Loss,Lightly Active,24.7,1810,2489,2096,568,2102,583,7019,38,8.8,2.5,146,High,147
USR0358,56,Female,161.5,74.9,73.5,86.5,Weight Gain,Moderately Active,28.2,1303,2020,2443,-151,2235,908,14579,32,7.8,3.0,106,Low,237
USR0359,57,Female,167.5,68.2,70.7,70.7,Maintenance,Lightly Active,25.2,1308,1798,1798,185,2062,616,12293,29,7.1,2.5,138,Medium,0
USR0360,34,Female,175.4,94.2,96.7,72.2,Weight Loss,Lightly Active,31.4,1732,2382,1813,719,1752,501,5216,33,6.2,2.2,135,High,332
USR0361,54,Male,177.5,72.9,71.9,71.9,Maintenance,Sedentary,22.8,1563,1876,1876,103,1875,342,7475,7,7.0,1.7,96,Medium,0
USR0362,56,Female,166.8,73.3,74.5,82.0,Weight Gain,Sedentary,26.8,1346,1615,1920,-258,1822,156,5669,0,9.0,1.9,119,Medium,189
USR0363,46,Male,156.3,82.6,83.7,83.7,Maintenance,Lightly Active,34.3,1589,2185,2185,203,2356,678,13222,31,8.0,2.7,104,Medium,0
USR0364,53,Female,163.1,72.6,74.4,50.6,Weight Loss,Lightly Active,28.0,1337,1838,1456,518,1237,454,4524,35,7.2,1.3,91,High,480
USR0365,55,Female,155.8,72.3,71.1,52.7,Weight Loss,Lightly Active,29.3,1249,1717,1124,782,1319,629,14309,24,8.1,2.9,114,Medium,239
USR0366,56,Male,159.4,120.2,120.3,120.3,Maintenance,Very Active,47.3,1924,3319,3319,452,3273,1505,9498,63,7.7,2.0,165,High,0
USR0367,54,Female,146.6,73.4,74.4,74.4,Maintenance,Lightly Active,34.6,1229,1690,1690,210,1610,701,15603,19,7.5,1.7,90,Medium,0
USR0368,52,Female,145.9,78.4,75.6,53.1,Weight Loss,Moderately Active,35.5,1247,1933,1383,817,1289,891,13499,36,8.2,1.5,109,High,315
USR0369,24,Male,179.6,83.4,82.7,93.5,Weight Gain,Very Active,25.6,1834,3164,3616,-97,3887,1183,15340,53,7.6,2.6,131,High,184
USR0370,44,Male,183.1,56.2,57.4,57.4,Maintenance,Very Active,17.1,1503,2593,2593,332,2352,1108,12934,72,8.0,2.2,87,Medium,0
USR0371,45,Male,163.1,99.5,98.0,73.2,Weight Loss,Very Active,36.8,1779,3069,2582,791,2502,1012,3961,60,7.2,3.2,128,Medium,392
USR0372,39,Male,183.1,87.9,90.6,98.5,Weight Gain,Sedentary,27.0,1860,2232,2543,-172,2349,464,8303,14,6.7,1.4,151,Medium,196
USR0373,31,Male,175.1,93.2,90.4,90.4,Maintenance,Moderately Active,29.5,1848,2864,2864,282,2592,941,15197,40,6.3,1.9,160,Medium,0
USR0374,24,Female,161.0,53.3,56.0,31.6,Weight Loss,Moderately Active,21.6,1285,1992,1570,571,1766,496,6625,49,6.2,2.1,97,High,445
USR0375,54,Male,173.4,78.9,77.2,52.5,Weight Loss,Moderately Active,25.7,1591,2466,1988,777,1984,997,13813,58,5.1,1.7,117,Low,398
USR0376,39,Male,171.2,66.9,64.2,64.2,Maintenance,Moderately Active,21.9,1522,2359,2359,212,2185,707,10292,56,5.9,2.2,84,Medium,0
USR0377,22,Female,156.1,67.6,66.4,44.1,Weight Loss,Sedentary,27.2,1369,1643,1198,600,1322,518,11505,14,5.9,2.4,106,Medium,386
USR0378,19,Male,175.8,98.0,99.7,86.9,Weight Loss,Very Active,32.3,2006,3460,2902,830,2842,908,5448,55,6.4,2.5,191,Medium,177
USR0379,44,Female,152.0,33.6,35.1,35.1,Maintenance,Lightly Active,15.2,920,1265,1265,100,1168,332,5244,26,8.9,3.1,55,Medium,0
USR0380,38,Male,171.0,60.5,58.8,72.3,Weight Gain,Lightly Active,20.1,1472,2024,2409,-166,2495,731,16678,21,6.8,1.4,80,Low,270
USR0381,55,Male,165.2,84.7,82.9,82.9,Maintenance,Lightly Active,30.4,1592,2189,2189,108,2126,359,8047,20,7.3,2.4,106,Medium,0
USR0382,32,Female,163.8,55.0,55.9,55.9,Maintenance,Lightly Active,20.8,1262,1735,1735,196,1591,655,12093,24,7.3,1.8,109,High,0
USR0383,38,Female,159.8,57.4,57.1,51.0,Weight Loss,Lightly Active,22.4,1219,1676,1268,533,1372,417,6674,33,8.9,2.5,102,High,115
USR0384,27,Female,169.6,61.0,62.8,39.3,Weight Loss,Lightly Active,21.8,1392,1914,1327,668,1306,271,3214,30,6.3,2.5,91,Low,308
USR0385,40,Female,167.0,55.7,52.8,34.6,Weight Loss,Very Active,18.9,1211,2089,1491,878,1603,932,9606,70,6.7,1.6,76,Medium,234
USR0386,56,Female,157.9,57.7,58.4,35.7,Weight Loss,Lightly Active,23.4,1130,1554,979,679,919,348,5626,18,6.9,1.7,112,High,304
USR0387,22,Male,163.5,76.8,78.2,82.0,Weight Gain,Lightly Active,29.3,1699,2336,2647,-66,2800,817,17994,23,8.4,2.5,105,Medium,94
USR0388,18,Male,179.8,77.4,80.4,89.0,Weight Gain,Moderately Active,24.9,1843,2857,3184,-118,3186,698,10981,35,8.6,2.2,131,Medium,203
USR0389,30,Female,175.1,76.2,77.3,53.5,Weight Loss,Lightly Active,25.2,1556,2140,1556,732,1715,493,11558,15,7.6,2.1,137,Low,314
USR0390,38,Female,173.3,66.6,65.0,42.0,Weight Loss,Lightly Active,21.6,1382,1900,1359,674,1513,444,9875,25,8.5,2.6,99,Medium,327
USR0391,43,Female,155.2,79.1,76.7,64.7,Weight Loss,Lightly Active,31.8,1361,1871,1298,845,1483,906,17180,33,7.2,2.6,94,Medium,161
USR0392,62,Male,165.7,101.2,102.0,94.8,Weight Loss,Sedentary,37.1,1751,2101,1629,582,1639,366,8268,3,6.8,1.9,141,Medium,117
USR0393,38,Male,176.3,102.5,102.6,83.5,Weight Loss,Sedentary,33.0,1943,2332,1888,659,1945,716,15919,8,8.4,1.7,197,Medium,331
USR0394,35,Female,158.9,59.2,61.6,42.0,Weight Loss,Moderately Active,24.4,1273,1973,1641,654,1606,1073,17225,52,7.6,1.4,100,Medium,455
USR0395,54,Male,180.6,85.5,86.9,98.8,Weight Gain,Very Active,26.6,1733,2989,3419,-56,3284,1248,8812,74,6.1,2.2,161,High,213
USR0396,62,Female,169.5,79.7,79.8,73.7,Weight Loss,Moderately Active,27.8,1386,2148,1624,844,1924,1067,13815,59,8.2,1.3,131,Medium,90
USR0397,49,Female,153.0,60.8,60.2,52.4,Weight Loss,Sedentary,25.7,1152,1382,1064,376,951,195,7479,0,6.7,2.3,118,Medium,189
USR0398,53,Male,172.1,76.1,75.5,83.9,Weight Gain,Lightly Active,25.5,1571,2160,2592,-257,2728,583,10694,30,6.6,2.9,146,High,150
USR0399,34,Female,162.0,60.6,59.0,41.6,Weight Loss,Sedentary,22.5,1272,1526,1059,511,1168,147,2172,4,8.1,2.0,94,High,287
USR0400,52,Female,160.8,85.7,82.8,87.6,Weight Gain,Lightly Active,32.0,1412,1942,2432,-438,2459,175,2886,19,6.9,1.9,120,High,75
USR0401,28,Male,174.8,82.7,83.1,70.2,Weight Loss,Sedentary,27.2,1788,2146,1805,485,1782,481,11609,3,7.5,3.4,140,Medium,291
USR0402,38,Female,174.3,70.9,69.2,52.5,Weight Loss,Very Active,22.8,1430,2467,2094,750,2072,1258,13724,74,7.8,3.1,120,Medium,345
USR0403,43,Female,161.0,59.6,57.8,38.0,Weight Loss,Sedentary,22.3,1208,1450,1092,476,993,393,8263,14,6.1,1.7,92,Low,426
USR0404,21,Female,159.6,76.2,74.0,74.0,Maintenance,Sedentary,29.1,1472,1766,1766,102,1780,340,6368,18,7.5,2.3,137,Low,0
USR0405,51,Male,164.3,89.5,87.6,72.9,Weight Loss,Lightly Active,32.5,1653,2273,1697,810,1520,779,13621,31,8.6,2.4,118,Medium,197
USR0406,35,Female,162.0,49.1,46.3,46.3,Maintenance,Sedentary,17.6,1140,1368,1368,147,1480,489,11601,7,5.9,2.3,68,Medium,0
USR0407,57,Male,164.2,70.4,71.4,47.3,Weight Loss,Moderately Active,26.5,1460,2263,1742,683,1708,539,9056,35,7.5,3.3,125,Low,356
USR0408,52,Male,178.0,92.8,92.2,82.6,Weight Loss,Very Active,29.1,1780,3070,2532,1020,2388,1607,13115,86,6.0,2.3,129,High,137
USR0409,58,Female,167.1,60.4,60.8,50.7,Weight Loss,Sedentary,21.8,1201,1441,1034,495,843,292,6953,0,8.2,2.3,94,Medium,191
USR0410,46,Male,175.3,72.0,72.8,49.0,Weight Loss,Lightly Active,23.7,1599,2199,1669,711,1649,603,12102,35,8.2,2.6,143,Medium,346
USR0411,46,Male,178.1,92.7,95.5,82.6,Weight Loss,Very Active,30.1,1843,3179,2585,997,2570,1343,16245,49,6.6,2.9,162,Medium,167
USR0412,55,Female,165.2,70.8,68.2,48.8,Weight Loss,Moderately Active,25.0,1278,1981,1471,849,1393,1130,17678,58,9.7,2.8,134,Low,293
USR0413,59,Female,162.7,57.8,57.3,40.1,Weight Loss,Very Active,21.6,1134,1956,1531,596,1606,571,2260,72,8.3,2.5,102,High,312
USR0414,38,Female,167.8,63.2,61.7,51.0,Weight Loss,Sedentary,21.9,1315,1578,1063,573,1115,192,5352,6,7.8,1.3,110,Low,160
USR0415,59,Female,157.8,78.1,78.0,59.9,Weight Loss,Lightly Active,31.3,1310,1801,1231,640,1240,235,3352,22,7.8,1.9,131,Medium,245
USR0416,30,Male,178.9,90.1,92.6,74.5,Weight Loss,Sedentary,28.9,1899,2279,1940,434,1801,318,7243,12,8.2,2.7,122,Medium,411
USR0417,58,Male,177.3,69.9,71.2,54.4,Weight Loss,Lightly Active,22.6,1535,2111,1731,575,1620,649,11691,31,5.8,2.4,115,Medium,340
USR0418,34,Male,166.5,78.6,79.6,84.8,Weight Gain,Moderately Active,28.7,1672,2592,2939,-46,2730,1004,14565,59,7.2,2.7,112,Medium,115
USR0419,26,Female,165.5,56.0,55.6,55.6,Maintenance,Sedentary,20.3,1299,1559,1559,173,1530,577,12332,10,7.5,3.3,111,Low,0
USR0420,58,Female,165.2,61.1,62.1,49.1,Weight Loss,Lightly Active,22.8,1202,1653,1208,544,1292,331,5006,17,6.5,1.5,88,Low,225
USR0421,18,Female,150.4,47.6,44.8,27.0,Weight Loss,Lightly Active,19.8,1137,1563,1151,625,969,711,13810,38,7.6,2.9,62,Medium,333
USR0422,19,Female,169.3,40.9,41.4,18.7,Weight Loss,Moderately Active,14.4,1216,1885,1500,459,1416,247,2822,32,8.5,2.0,70,Medium,454
USR0423,46,Male,175.9,95.5,95.8,95.8,Maintenance,Sedentary,31.0,1832,2198,2198,223,2190,744,16463,8,6.5,2.8,154,Medium,0
USR0424,50,Male,168.0,94.1,93.2,72.7,Weight Loss,Lightly Active,33.0,1737,2388,1808,673,1892,311,2531,32,6.9,2.2,113,Low,272
USR0425,27,Male,186.0,53.0,51.2,65.3,Weight Gain,Moderately Active,14.8,1544,2393,2871,-345,2649,444,4820,56,6.0,3.5,67,Low,227
USR0426,57,Female,173.4,66.0,67.8,55.6,Weight Loss,Sedentary,22.5,1316,1579,1153,474,1486,161,2166,4,4.9,2.3,125,Medium,221
USR0427,38,Male,183.1,75.1,72.4,59.3,Weight Loss,Lightly Active,21.6,1683,2314,1741,719,1854,488,6926,36,7.9,1.8,115,Medium,176
USR0428,45,Female,149.3,69.0,66.4,43.3,Weight Loss,Lightly Active,29.8,1211,1665,1260,615,1170,701,14523,31,7.0,2.5,87,Low,439
USR0429,28,Male,190.6,46.5,46.1,37.9,Weight Loss,Very Active,12.7,1517,2617,2087,671,1926,470,3055,60,7.1,2.4,72,Medium,119
USR0430,51,Male,170.5,84.7,83.2,83.2,Maintenance,Moderately Active,28.6,1648,2554,2554,160,2597,534,3254,53,5.8,2.9,117,Low,0
USR0431,25,Male,181.2,79.0,80.5,57.3,Weight Loss,Moderately Active,24.5,1818,2818,2277,750,2348,698,6286,43,6.8,2.5,111,Medium,330
USR0432,39,Female,160.2,61.8,62.6,70.0,Weight Gain,Very Active,24.4,1271,2192,2542,-50,2393,1001,10009,72,8.3,3.7,123,Low,163
USR0433,25,Female,159.6,52.3,53.9,57.8,Weight Gain,Very Active,21.2,1250,2156,2635,-247,2468,773,6007,73,7.0,2.1,80,High,63
USR0434,32,Male,167.2,69.0,67.9,78.8,Weight Gain,Moderately Active,24.3,1569,2432,2844,-124,2710,960,16992,36,7.0,2.1,84,Low,204
USR0435,34,Male,163.4,69.6,71.0,62.9,Weight Loss,Lightly Active,26.6,1566,2153,1556,782,1566,615,14900,15,7.2,1.8,140,Medium,104
USR0436,40,Female,179.7,86.1,88.3,81.2,Weight Loss,Moderately Active,27.3,1645,2550,1955,872,1967,922,9758,54,5.5,2.3,162,High,92
USR0437,41,Male,176.1,106.3,105.4,86.7,Weight Loss,Lightly Active,34.0,1955,2688,2258,642,2583,708,11723,34,7.7,2.3,148,Low,335
USR0438,62,Female,159.9,62.0,61.0,43.9,Weight Loss,Very Active,23.9,1138,1963,1517,765,1192,1064,13720,52,5.5,2.4,93,Medium,295
USR0439,36,Female,162.5,86.1,88.5,101.8,Weight Gain,Moderately Active,33.5,1560,2418,2749,-9,2648,1073,16590,48,5.9,2.2,167,Low,309
USR0440,22,Male,173.7,73.5,70.8,64.7,Weight Loss,Lightly Active,23.5,1689,2322,1928,661,1849,891,17638,25,5.7,1.8,105,Low,119
USR0441,49,Male,180.6,84.8,83.9,88.1,Weight Gain,Sedentary,25.7,1728,2074,2468,-246,2541,494,14234,12,6.8,1.7,139,Medium,82
USR0442,61,Female,151.7,58.4,56.1,39.7,Weight Loss,Sedentary,24.4,1043,1252,892,548,971,626,16011,16,6.6,2.0,91,High,351
USR0443,18,Male,180.8,72.1,69.3,69.3,Maintenance,Lightly Active,21.2,1738,2390,2390,170,2360,567,11164,26,7.0,2.9,105,Medium,0
USR0444,40,Male,167.8,73.2,70.9,47.7,Weight Loss,Lightly Active,25.2,1563,2149,1688,580,1915,395,9889,19,5.9,3.0,121,Medium,388
USR0445,54,Female,162.3,79.4,79.0,70.0,Weight Loss,Lightly Active,30.0,1373,1888,1319,789,1152,733,14016,24,8.2,2.2,125,Medium,122
USR0446,25,Female,165.8,86.6,87.7,87.7,Maintenance,Lightly Active,31.9,1627,2237,2237,289,2133,963,17415,38,8.0,1.6,107,Medium,0
USR0447,30,Female,172.7,49.2,47.9,25.2,Weight Loss,Moderately Active,16.1,1247,1933,1536,523,1339,421,6744,42,6.8,2.2,89,Medium,440
USR0448,25,Female,169.0,77.4,79.5,79.5,Maintenance,Lightly Active,27.8,1565,2152,2152,182,2130,608,10297,33,6.4,3.5,103,Low,0
USR0449,40,Male,188.6,75.1,74.7,64.8,Weight Loss,Sedentary,21.0,1731,2077,1552,695,1502,568,11796,15,6.3,2.8,117,Medium,145
USR0450,60,Male,174.9,59.5,62.3,51.1,Weight Loss,Lightly Active,20.4,1421,1954,1596,536,1714,594,13965,30,6.6,2.5,104,Medium,241
USR0451,18,Female,157.6,62.0,64.7,73.1,Weight Gain,Very Active,26.0,1381,2382,2703,-55,2981,886,6287,81,5.3,2.8,114,High,201
USR0452,62,Female,161.3,43.9,45.5,45.5,Maintenance,Lightly Active,17.5,992,1364,1364,56,1588,185,3002,24,5.8,3.1,70,Low,0
USR0453,41,Male,177.1,65.1,67.7,47.8,Weight Loss,Lightly Active,21.6,1584,2178,1837,565,1654,747,15589,24,8.0,1.5,121,Medium,449
USR0454,52,Female,161.3,51.2,52.4,52.4,Maintenance,Moderately Active,20.1,1111,1722,1722,259,1730,862,15855,44,7.4,2.0,68,Low,0
USR0455,41,Male,152.4,63.3,65.7,71.8,Weight Gain,Lightly Active,28.3,1410,1939,2299,-96,2415,881,16510,36,9.0,1.9,113,Low,130
USR0456,34,Male,179.7,80.7,79.1,79.1,Maintenance,Lightly Active,24.5,1749,2405,2405,243,2505,809,16081,24,6.6,2.6,147,Medium,0
USR0457,22,Male,190.7,108.4,107.5,86.0,Weight Loss,Lightly Active,29.6,2162,2973,2431,826,2778,946,14922,39,6.6,2.3,205,Medium,305
USR0458,37,Male,179.3,80.1,81.6,56.8,Weight Loss,Moderately Active,25.4,1757,2723,2314,511,2281,340,2084,40,6.5,2.7,136,Medium,467
USR0459,38,Male,167.3,82.9,82.4,82.4,Maintenance,Moderately Active,29.4,1685,2612,2612,272,2624,906,16299,30,6.6,1.9,120,Low,0
USR0460,57,Male,180.2,70.9,72.9,72.9,Maintenance,Moderately Active,22.5,1575,2441,2441,169,2777,564,4995,52,6.2,3.0,97,High,0
USR0461,48,Male,183.5,81.1,83.4,76.1,Weight Loss,Lightly Active,24.8,1746,2401,2077,577,2140,843,15015,27,7.3,2.2,123,Low,173
USR0462,63,Female,169.7,68.5,67.3,59.5,Weight Loss,Moderately Active,23.4,1258,1950,1475,704,1385,763,13479,32,7.0,2.6,110,Medium,126
USR0463,53,Female,164.8,75.0,76.9,54.8,Weight Loss,Lightly Active,28.3,1373,1888,1396,727,1250,783,17373,21,6.4,2.9,104,Medium,346
USR0464,28,Female,160.8,80.5,78.4,86.7,Weight Gain,Sedentary,30.3,1488,1786,2144,-256,2175,341,7156,3,8.5,2.9,154,Medium,179
USR0465,32,Female,157.5,53.7,52.7,30.2,Weight Loss,Lightly Active,21.2,1190,1636,1042,746,1202,507,9194,28,9.3,2.4,101,High,292
USR0466,36,Male,180.6,80.8,80.9,60.1,Weight Loss,Moderately Active,24.8,1763,2733,2311,622,2469,666,7783,49,8.4,2.7,99,Medium,380
USR0467,24,Male,163.7,80.5,78.9,60.4,Weight Loss,Sedentary,29.4,1697,2036,1581,561,1450,354,7695,16,7.7,3.2,130,Low,313
USR0468,45,Female,169.6,74.7,75.2,89.6,Weight Gain,Moderately Active,26.1,1426,2210,2548,-65,2563,910,14357,47,7.9,2.5,138,Medium,328
USR0469,60,Male,187.8,83.9,84.4,78.4,Weight Loss,Very Active,23.9,1723,2972,2489,757,2421,912,2153,68,9.2,1.8,118,Medium,96
USR0470,22,Female,158.0,55.2,53.4,31.0,Weight Loss,Lightly Active,21.4,1250,1719,1176,713,1154,568,11653,23,7.9,2.5,86,Low,318
USR0471,22,Male,163.2,110.0,111.8,123.7,Weight Gain,Lightly Active,42.0,2033,2795,3241,-219,3377,757,13004,24,6.3,2.2,170,High,205
USR0472,47,Female,171.8,67.3,68.1,77.1,Weight Gain,Lightly Active,23.1,1359,1869,2296,-283,2289,481,8414,33,7.5,0.8,92,Low,162
USR0473,49,Male,172.8,86.9,85.8,80.4,Weight Loss,Lightly Active,28.7,1698,2335,1816,684,1914,551,8684,29,7.8,2.5,145,Medium,80
USR0474,25,Female,159.3,50.7,49.1,25.4,Weight Loss,Sedentary,19.3,1201,1441,1070,442,1172,238,4019,5,5.8,2.3,98,Medium,492
USR0475,27,Female,160.4,67.5,69.8,77.1,Weight Gain,Very Active,27.1,1404,2422,2807,-43,2715,1141,11289,76,6.7,2.9,104,High,146
USR0476,55,Female,157.3,58.4,60.4,60.4,Maintenance,Lightly Active,24.4,1151,1583,1583,84,1767,281,2570,38,8.3,1.7,99,Medium,0
USR0477,64,Male,171.2,63.3,61.7,72.6,Weight Gain,Moderately Active,21.1,1372,2127,2499,-170,2335,675,9922,56,4.8,1.3,90,Medium,226
USR0478,49,Female,168.5,66.9,64.1,64.1,Maintenance,Sedentary,22.6,1288,1546,1546,115,1356,382,10340,2,5.5,2.3,122,Low,0
USR0479,45,Female,165.8,65.6,67.4,74.2,Weight Gain,Moderately Active,24.5,1324,2052,2548,-239,2476,858,13769,48,6.8,2.4,127,Medium,106
USR0480,34,Female,167.2,76.6,77.3,77.3,Maintenance,Very Active,27.7,1487,2565,2565,274,2419,912,8153,62,7.4,2.3,104,Low,0
USR0481,48,Female,159.6,56.7,54.3,35.8,Weight Loss,Moderately Active,21.3,1140,1767,1439,455,1530,422,4691,31,5.4,2.2,104,High,434
USR0482,25,Female,163.8,69.8,70.3,63.2,Weight Loss,Very Active,26.2,1441,2486,2085,631,2470,767,9669,45,6.8,1.6,93,Low,136
USR0483,57,Male,179.8,92.9,92.6,78.5,Weight Loss,Sedentary,28.6,1770,2124,1790,520,1959,619,12301,19,8.4,2.1,118,Low,325
USR0484,42,Female,156.9,63.7,65.3,50.4,Weight Loss,Lightly Active,26.5,1263,1737,1187,669,1064,397,7507,18,7.1,2.0,112,Medium,209
USR0485,26,Female,173.7,72.6,70.9,58.3,Weight Loss,Moderately Active,23.5,1504,2331,1882,693,1732,812,12110,46,8.1,2.8,107,Medium,216
USR0486,19,Female,162.9,73.6,73.3,64.6,Weight Loss,Moderately Active,27.6,1495,2317,1831,700,1978,715,6869,50,6.3,2.4,119,Medium,138
USR0487,32,Male,183.0,86.2,84.1,89.8,Weight Gain,Very Active,25.1,1830,3157,3637,-245,3459,784,7849,52,6.0,2.0,145,Low,91
USR0488,20,Male,173.1,85.6,88.3,76.5,Weight Loss,Lightly Active,29.5,1870,2571,2058,783,1910,899,17591,31,8.0,3.2,110,Low,177
USR0489,53,Female,162.9,61.7,63.4,48.4,Weight Loss,Sedentary,23.9,1226,1471,1075,482,1130,287,7967,7,7.4,2.0,91,Low,292
USR0490,21,Female,163.7,72.9,74.3,74.3,Maintenance,Lightly Active,27.7,1500,2062,2062,65,1981,217,5655,16,5.6,2.5,117,Medium,0
USR0491,31,Male,201.1,83.9,85.0,60.6,Weight Loss,Very Active,21.0,1957,3376,3071,588,3089,944,8671,58,6.0,2.1,120,Medium,616
USR0492,58,Female,155.7,61.4,60.9,53.0,Weight Loss,Very Active,25.1,1131,1951,1517,675,1467,803,7669,61,8.9,3.2,75,Medium,140
USR0493,58,Male,178.1,65.7,68.2,45.7,Weight Loss,Moderately Active,21.5,1510,2340,1768,776,1764,679,11904,35,5.9,2.3,87,Medium,303
USR0494,42,Male,171.2,103.7,101.1,101.1,Maintenance,Lightly Active,34.5,1876,2580,2580,131,2711,437,4492,28,8.1,2.3,186,Medium,0
USR0495,27,Male,175.0,95.7,97.5,80.7,Weight Loss,Moderately Active,31.8,1939,3005,2646,608,2739,830,11536,39,6.4,2.1,188,High,360
USR0496,38,Male,153.4,68.5,66.8,75.7,Weight Gain,Moderately Active,28.4,1442,2235,2608,-90,2746,944,14157,59,7.0,2.3,88,Low,184
USR0497,53,Female,166.1,68.4,67.3,51.2,Weight Loss,Sedentary,24.4,1285,1542,1210,481,1306,497,11298,18,7.4,2.9,94,Medium,373
USR0498,29,Male,185.7,94.6,94.7,75.2,Weight Loss,Moderately Active,27.5,1968,3050,2734,635,2840,1064,13697,55,4.5,2.7,163,Medium,475
USR0499,44,Female,157.1,71.8,73.5,60.9,Weight Loss,Lightly Active,29.8,1336,1837,1273,761,1273,656,14304,19,5.2,2.2,144,Low,172
USR0500,57,Female,161.8,61.3,63.3,77.9,Weight Gain,Lightly Active,24.2,1198,1647,2021,-261,1803,378,8512,17,7.1,3.2,91,Medium,301
USR0501,19,Female,165.8,42.0,42.5,42.5,Maintenance,Sedentary,15.5,1205,1446,1446,209,1430,696,15979,4,6.1,2.7,80,Medium,0
USR0502,30,Female,156.0,75.1,74.5,81.3,Weight Gain,Moderately Active,30.6,1409,2184,2557,-89,2604,948,17019,40,8.2,1.9,120,Low,140
USR0503,49,Male,182.8,83.3,86.0,97.8,Weight Gain,Moderately Active,25.7,1762,2731,3106,-60,3117,1049,17243,44,5.1,1.4,169,Medium,242
USR0504,48,Female,164.1,50.6,49.1,43.8,Weight Loss,Moderately Active,18.2,1116,1730,1418,615,1481,1009,17941,55,7.7,2.0,64,Medium,131
USR0505,33,Female,155.0,62.2,64.0,68.5,Weight Gain,Moderately Active,26.6,1283,1989,2387,-158,2696,799,10774,55,5.3,2.4,127,Low,87
USR0506,49,Male,173.8,73.2,73.9,58.5,Weight Loss,Lightly Active,24.5,1585,2179,1687,588,1612,320,6350,20,6.6,2.6,115,Medium,241
USR0507,49,Female,164.6,70.8,70.1,82.1,Weight Gain,Moderately Active,25.9,1324,2052,2470,-196,2409,740,8599,51,5.7,3.0,138,Medium,221
USR0508,51,Female,157.6,63.4,60.4,50.3,Weight Loss,Lightly Active,24.3,1173,1613,1023,796,1204,687,12882,32,9.3,1.5,95,Low,132
USR0509,28,Female,158.2,76.4,76.1,69.7,Weight Loss,Moderately Active,30.4,1449,2246,1833,630,1852,724,6656,59,5.4,1.9,124,Low,119
USR0510,27,Female,154.9,47.7,46.4,26.5,Weight Loss,Lightly Active,19.3,1136,1562,1085,647,1153,566,12772,22,6.9,1.5,86,Medium,321
USR0511,32,Female,158.9,59.1,56.7,36.5,Weight Loss,Moderately Active,22.5,1239,1920,1578,591,1489,829,15703,39,4.9,1.4,101,Medium,455
USR0512,34,Male,173.1,76.5,74.0,49.0,Weight Loss,Moderately Active,24.7,1657,2568,2248,527,2138,691,10511,38,8.9,1.8,125,High,602
USR0513,57,Female,158.2,67.5,66.6,75.4,Weight Gain,Moderately Active,26.6,1209,1874,2305,-280,2124,504,6315,47,7.5,2.4,102,Low,157
USR0514,35,Female,151.6,75.3,76.0,52.5,Weight Loss,Moderately Active,33.1,1372,2127,1620,670,1646,544,6794,36,7.2,2.7,139,Low,357
USR0515,26,Male,181.9,96.0,98.0,77.0,Weight Loss,Lightly Active,29.6,1992,2739,2269,558,2122,292,3437,15,8.8,1.6,192,Low,344
USR0516,42,Male,168.1,80.8,78.9,93.0,Weight Gain,Moderately Active,27.9,1635,2534,2900,-232,2735,448,2031,41,7.2,1.7,95,Medium,297
USR0517,57,Male,171.1,66.6,66.1,58.5,Weight Loss,Lightly Active,22.6,1450,1994,1449,618,1548,244,2714,31,7.3,1.1,110,Medium,107
USR0518,31,Female,166.2,40.6,40.0,46.3,Weight Gain,Very Active,14.5,1123,1937,2246,-34,2151,915,9955,87,7.2,2.3,76,Medium,157
USR0519,42,Female,167.9,71.6,71.7,83.9,Weight Gain,Moderately Active,25.4,1395,2162,2524,-21,2344,1138,17089,50,7.7,1.8,124,Medium,260
USR0520,39,Male,179.9,61.6,63.5,63.5,Maintenance,Sedentary,19.6,1569,1883,1883,132,1687,439,11231,2,6.4,3.2,117,Medium,0
USR0521,47,Female,163.0,51.0,51.3,61.0,Weight Gain,Moderately Active,19.3,1136,1761,2084,-230,2221,311,2408,35,6.7,2.4,98,High,231
USR0522,37,Male,186.6,83.4,85.5,66.6,Weight Loss,Moderately Active,24.6,1841,2854,2278,843,2262,890,17163,37,8.0,2.1,154,Low,253
USR0523,38,Female,165.0,84.9,85.0,79.0,Weight Loss,Very Active,31.2,1530,2639,2321,745,2261,1424,16508,73,7.3,1.8,151,Low,145
USR0524,61,Female,166.3,74.9,75.5,59.8,Weight Loss,Moderately Active,27.3,1328,2058,1637,607,1663,621,9346,32,6.9,1.3,149,Low,287
USR0525,49,Female,159.5,72.4,72.0,72.0,Maintenance,Sedentary,28.3,1311,1573,1573,110,1584,366,10038,4,5.3,1.4,136,Low,0
USR0526,63,Male,172.7,86.1,88.0,77.3,Weight Loss,Lightly Active,29.5,1649,2267,1787,665,1708,617,9740,19,8.8,1.8,163,High,172
